AA00,AA01,AA02,AA03,AA04,AA05,AA06,AA07,AA08,AA09,AA10,AA11,AA12,AA13,AAS1,AB01,AB02,AB03,AB04,AB05,AB1S,AB2S,BA01,BA05,BA08,BA09,BA10,BA13,BA16,BA17,BB00,BB01,BB02,BB03,BB04,BB05,BB07,BB08,BB10,BB11,BB12,BB13,BB14,BB15,BB16,BB17,BB1S,BB20,BB2S,BBS1,IC01,IC02,IC03,IC04,IC05,IC06,IC07,NANT,OP01,OP02,OP03,OP04,OP05,OP06,OP07,OP08,OP09,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP1S,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OPS1,ZZ01,ZZ02,ZZ1S,ZZ2S,ZZS1,ZZS2
5.600000000000000533e-01,8.400000000000000799e-01,1.000000000000000000e+00,5.200000000000000178e-01,6.799999999999999378e-01,1.000000000000000000e+00,6.799999999999999378e-01,9.199999999999999289e-01,4.800000000000000377e-01,1.000000000000000000e+00,6.799999999999999378e-01,5.600000000000000533e-01,8.000000000000000444e-01,8.800000000000001155e-01,8.800000000000001155e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000533e-01,6.799999999999999378e-01,6.799999999999999378e-01,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,1.024000000000000049e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.560000000000000123e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.215999999999999998e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000061e-02,0.000000000000000000e+00,2.688000000000000389e-01,2.560000000000000123e-02,4.000000000000000083e-02,7.679999999999999327e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.199999999999999289e-01,9.199999999999999289e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.728000000000001535e-01,1.000000000000000000e+00,7.600000000000000089e-01,1.000000000000000000e+00,8.800000000000001155e-01,7.600000000000000089e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.199999999999999734e-01,1.000000000000000000e+00,5.600000000000000533e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01
1.439999999999999891e-01,1.872000000000000053e-01,8.000000000000000444e-01,1.600000000000000311e-01,2.111999999999999988e-01,3.040000000000000480e-01,1.583999999999999853e-01,2.464000000000000357e-01,1.439999999999999891e-01,5.600000000000000533e-01,1.583999999999999853e-01,1.760000000000000175e-01,2.080000000000000182e-01,2.288000000000000034e-01,3.168000000000000260e-01,9.200000000000000400e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.496000000000000163e-01,1.935999999999999943e-01,6.800000000000000488e-01,2.495999999999999885e-01,1.008000000000000007e-01,6.800000000000000488e-01,7.679999999999999327e-02,9.600000000000001588e-02,2.000000000000000111e-01,2.240000000000000324e-02,2.080000000000000251e-02,4.160000000000000503e-02,2.399999999999999911e-01,8.000000000000000444e-01,8.000000000000000167e-02,1.199999999999999956e-01,4.480000000000000648e-02,4.480000000000000648e-02,3.520000000000000212e-02,1.600000000000000033e-02,8.639999999999999070e-02,6.720000000000000973e-02,6.239999999999999714e-02,1.151999999999999968e-01,7.600000000000000089e-01,1.199999999999999956e-01,3.840000000000000080e-01,5.200000000000000178e-01,8.000000000000000167e-02,2.080000000000000251e-02,1.600000000000000033e-01,1.600000000000000033e-02,2.991999999999999660e-01,2.240000000000000324e-01,2.080000000000000182e-01,4.415999999999999370e-01,3.840000000000000357e-02,1.600000000000000033e-01,3.520000000000000906e-01,1.000000000000000000e+00,3.344000000000000306e-01,2.400000000000000466e-01,1.152000000000000107e-01,2.175999999999999879e-01,1.408000000000000085e-01,3.599999999999999867e-01,2.240000000000000324e-01,1.232000000000000178e-01,3.696000000000000396e-01,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,2.719999999999999848e-02,2.400000000000000397e-02,4.000000000000000083e-02,0.000000000000000000e+00,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,1.280000000000000061e-02,4.000000000000000083e-02,4.000000000000000083e-02,1.760000000000000175e-01,3.040000000000000480e-01,1.439999999999999891e-01,2.736000000000000099e-01,1.600000000000000033e-02,3.200000000000000622e-01,4.000000000000000083e-02,4.000000000000000083e-02,8.000000000000000167e-02,2.000000000000000111e-01,2.000000000000000111e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.800000000000001155e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.800000000000000044e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.400000000000000397e-02,2.879999999999999782e-01,1.920000000000000179e-02,1.600000000000000033e-02,8.639999999999999070e-02,1.600000000000000033e-02,0.000000000000000000e+00,1.600000000000000033e-02,5.439999999999999697e-02,4.224000000000000532e-01,2.879999999999999921e-02,4.000000000000000083e-02,1.600000000000000033e-02,1.600000000000000033e-02,0.000000000000000000e+00,1.280000000000000061e-02,2.080000000000000251e-02,2.240000000000000324e-02,1.600000000000000033e-02,2.879999999999999921e-02,4.928000000000000713e-01,3.039999999999999994e-02,2.399999999999999911e-01,3.200000000000000067e-01,4.000000000000000083e-02,0.000000000000000000e+00,2.719999999999999848e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.599999999999999645e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02,4.000000000000000083e-02,0.000000000000000000e+00,2.080000000000000251e-02,0.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.879999999999999921e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000894e-03,3.839999999999999664e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000167e-03,1.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00,4.000000000000000083e-02,2.000000000000000111e-01,2.000000000000000111e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.800000000000000266e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000888e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.800000000000001155e-01,5.200000000000000178e-01,3.200000000000000067e-01,2.399999999999999911e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.400000000000000189e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.800000000000000794e-02,8.000000000000000167e-03,8.000000000000000167e-03,9.600000000000000894e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000894e-03,5.760000000000000536e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000894e-03,0.000000000000000000e+00,8.000000000000000167e-03,0.000000000000000000e+00,1.199999999999999956e-01,9.600000000000000894e-03,6.720000000000000973e-02,3.840000000000000357e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.599999999999999645e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,4.000000000000000083e-02,6.799999999999999378e-01,1.000000000000000000e+00,9.599999999999999645e-01,9.199999999999999289e-01,1.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.599999999999999645e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.400000000000000799e-01,0.000000000000000000e+00,6.799999999999999378e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.800000000000000377e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.800000000000001155e-01,9.599999999999999645e-01,6.799999999999999378e-01,3.120000000000000551e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.599999999999999867e-01,1.000000000000000000e+00,9.600000000000000894e-03,4.480000000000000648e-02,9.600000000000000894e-03,9.600000000000000894e-03,2.240000000000000324e-02,9.600000000000000894e-03,0.000000000000000000e+00,9.600000000000000894e-03,1.280000000000000061e-02,6.400000000000000133e-02,1.280000000000000061e-02,2.080000000000000251e-02,9.600000000000000894e-03,9.600000000000000894e-03,9.600000000000000894e-03,9.600000000000000894e-03,9.600000000000000894e-03,9.600000000000000894e-03,9.600000000000000894e-03,1.280000000000000061e-02,1.152000000000000107e-01,1.280000000000000061e-02,1.199999999999999956e-01,4.319999999999999535e-02,1.600000000000000033e-02,0.000000000000000000e+00,1.120000000000000162e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.280000000000000061e-02,2.400000000000000397e-02,2.080000000000000251e-02,0.000000000000000000e+00,9.600000000000000894e-03,0.000000000000000000e+00,2.879999999999999921e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000894e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-03,1.439999999999999961e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000167e-03,1.000000000000000000e+00,1.920000000000000179e-02,0.000000000000000000e+00,4.000000000000000083e-02,2.000000000000000111e-01,1.760000000000000175e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.599999999999999867e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.400000000000000799e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.800000000000001155e-01,7.199999999999999734e-01,4.800000000000000377e-01,1.728000000000000091e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.800000000000000266e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.880000000000000268e-02,8.000000000000000167e-03,8.000000000000000167e-03,9.600000000000000894e-03,8.000000000000000167e-03,0.000000000000000000e+00,8.000000000000000167e-03,1.120000000000000162e-02,3.360000000000000486e-02,9.600000000000000894e-03,1.439999999999999961e-02,0.000000000000000000e+00,8.000000000000000167e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000894e-03,0.000000000000000000e+00,8.000000000000000167e-03,9.600000000000000894e-03,7.680000000000000715e-02,9.600000000000000894e-03,8.000000000000000167e-02,2.240000000000000324e-02,1.120000000000000162e-02,0.000000000000000000e+00,9.600000000000000894e-03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000179e-02,1.600000000000000033e-02,0.000000000000000000e+00,9.600000000000000894e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-03,1.120000000000000162e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000167e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000098e-01,9.600000000000000200e-02
1.000000000000000000e+00,1.000000000000000000e+00,4.800000000000000377e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.800000000000001155e-01,8.800000000000001155e-01,6.400000000000000133e-01,1.680000000000000382e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.200000000000000067e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.240000000000000324e-02,9.600000000000000894e-03,8.000000000000000167e-03,1.120000000000000162e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.560000000000000123e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000894e-03,0.000000000000000000e+00,9.600000000000000894e-03,0.000000000000000000e+00,5.760000000000000536e-02,1.120000000000000162e-02,4.000000000000000083e-02,1.439999999999999961e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000200e-02,6.400000000000000133e-02
3.072000000000000286e-01,3.840000000000000635e-01,1.000000000000000000e+00,3.167999999999999705e-01,4.368000000000000216e-01,6.384000000000000785e-01,3.536000000000000254e-01,5.375999999999999668e-01,3.167999999999999705e-01,1.000000000000000000e+00,3.328000000000000402e-01,3.840000000000000635e-01,4.320000000000000506e-01,5.375999999999999668e-01,5.632000000000000339e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.152000000000001023e-01,4.576000000000000068e-01,1.000000000000000000e+00,5.760000000000000675e-01,1.199999999999999956e-01,6.800000000000000488e-01,1.151999999999999968e-01,1.280000000000000027e-01,2.000000000000000111e-01,6.079999999999999988e-02,2.560000000000000123e-02,5.759999999999999842e-02,2.399999999999999911e-01,8.399999999999999689e-01,8.000000000000000167e-02,1.600000000000000033e-01,6.720000000000000973e-02,6.400000000000000133e-02,4.480000000000000648e-02,4.480000000000000648e-02,1.199999999999999956e-01,8.000000000000000167e-02,1.215999999999999998e-01,1.199999999999999956e-01,1.000000000000000000e+00,1.600000000000000033e-01,3.840000000000000080e-01,5.200000000000000178e-01,8.000000000000000167e-02,0.000000000000000000e+00,1.600000000000000033e-01,2.400000000000000050e-02,6.383999999999999675e-01,4.607999999999999874e-01,4.607999999999999874e-01,9.599999999999999645e-01,5.759999999999999842e-02,1.600000000000000033e-01,7.359999999999999876e-01,1.000000000000000000e+00,7.392000000000000792e-01,5.167999999999999261e-01,2.880000000000000338e-01,4.256000000000000338e-01,3.360000000000000209e-01,7.199999999999999734e-01,5.375999999999999668e-01,3.136000000000000454e-01,7.040000000000001812e-01,4.000000000000000083e-02,4.000000000000000083e-02,8.000000000000000167e-02,8.000000000000000167e-02,3.679999999999999938e-02,3.360000000000000486e-02,8.000000000000000167e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000033e-02,4.000000000000000083e-02,4.000000000000000083e-02,3.951999999999999957e-01,6.720000000000001528e-01,3.344000000000000306e-01,6.048000000000000043e-01,1.600000000000000033e-02,6.688000000000000611e-01,4.000000000000000083e-02,4.000000000000000083e-02,8.000000000000000167e-02,2.000000000000000111e-01,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999999999999664e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02,1.151999999999999968e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.200000000000000400e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.599999999999999867e-01,1.000000000000000000e+00,3.599999999999999867e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.200000000000000400e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.599999999999999645e-01,5.375999999999999668e-01,9.199999999999999289e-01,4.704000000000000403e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.599999999999999645e-01,1.000000000000000000e+00,2.736000000000000099e-01,8.800000000000000044e-01,8.000000000000000444e-01,1.000000000000000000e+00,3.024000000000000021e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,7.199999999999999734e-01,4.000000000000000222e-01,4.000000000000000222e-01,8.000000000000000167e-03,0.000000000000000000e+00
9.600000000000000894e-03,1.280000000000000061e-02,2.000000000000000111e-01,9.600000000000000894e-03,1.120000000000000162e-02,2.080000000000000251e-02,1.120000000000000162e-02,0.000000000000000000e+00,9.600000000000000894e-03,2.400000000000000397e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000061e-02,0.000000000000000000e+00,3.520000000000000212e-02,3.360000000000000486e-02,4.000000000000000222e-01,6.400000000000000133e-01,2.560000000000000123e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000133e-01,1.000000000000000000e+00,4.991999999999999771e-01,4.559999999999999609e-01,6.400000000000000133e-01,2.016000000000000014e-01,9.600000000000001588e-02,2.879999999999999782e-01,7.199999999999999734e-01,1.000000000000000000e+00,3.599999999999999867e-01,5.200000000000000178e-01,3.200000000000000622e-01,3.040000000000000480e-01,1.664000000000000201e-01,1.247999999999999943e-01,4.000000000000000222e-01,3.599999999999999867e-01,4.607999999999999874e-01,4.400000000000000022e-01,1.000000000000000000e+00,5.200000000000000178e-01,5.152000000000001023e-01,1.000000000000000000e+00,3.200000000000000067e-01,9.600000000000000200e-02,8.800000000000000044e-01,1.199999999999999956e-01,1.439999999999999961e-02,0.000000000000000000e+00,1.280000000000000061e-02,0.000000000000000000e+00,1.792000000000000259e-01,3.840000000000000080e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000162e-02,0.000000000000000000e+00,1.280000000000000061e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.399999999999999911e-01,1.600000000000000033e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.471999999999999975e-01,1.008000000000000007e-01,1.199999999999999956e-01,4.000000000000000083e-02,8.000000000000000167e-02,2.399999999999999911e-01,1.199999999999999956e-01,2.000000000000000111e-01,1.600000000000000033e-01,2.000000000000000111e-01,5.439999999999999697e-02,1.199999999999999956e-01,6.400000000000000133e-02,2.000000000000000111e-01,6.239999999999999714e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000810e-02,0.000000000000000000e+00,2.399999999999999911e-01,1.408000000000000085e-01,2.303999999999999937e-01,4.000000000000000777e-02,2.400000000000000050e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.879999999999999921e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.599999999999999867e-01,4.400000000000000022e-01,5.200000000000000178e-01,5.200000000000000178e-01,6.400000000000000133e-01,7.600000000000000089e-01,8.800000000000000044e-01,7.600000000000000089e-01,6.800000000000000488e-01,2.399999999999999911e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,7.600000000000000089e-01,7.199999999999999734e-01,1.000000000000000000e+00,5.999999999999999778e-01,8.800000000000000044e-01,7.199999999999999734e-01,1.000000000000000000e+00,8.000000000000000167e-02,8.800000000000000044e-01,1.872000000000000053e-01,5.600000000000000533e-01,5.999999999999999778e-01,5.200000000000000178e-01,3.200000000000000067e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,2.640000000000000124e-01,0.000000000000000000e+00,5.200000000000000178e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000133e-01,8.399999999999999689e-01,6.800000000000000488e-01,7.199999999999999734e-01,8.399999999999999689e-01,8.399999999999999689e-01,5.983999999999999320e-01,5.151999999999999913e-01,5.520000000000001572e-01,8.800000000000000044e-01,5.600000000000000533e-01,8.399999999999999689e-01,7.296000000000000263e-01,6.800000000000000488e-01,4.000000000000000222e-01,7.600000000000000089e-01,7.680000000000000160e-01,7.600000000000000089e-01,3.599999999999999867e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.760000000000000175e-01,0.000000000000000000e+00,4.319999999999999951e-01,3.344000000000000306e-01,2.640000000000000124e-01,0.000000000000000000e+00,0.000000000000000000e+00
